title,description,main_img,list_price,price,discount,image1,image2,image3,image4,Net Quantity,Manufacturer,ASIN,Item Weight,Item Dimensions,Item model number,Country of Origin,Manufacturer Address
"Sugandhim Gastric Acidity Oil, 1 x 10ml, Natural Blend Of Oils Peppermint Fennel & Lemon, Helps In Digestion, Ayurvedic Tonic, Instant Relief from Gas, Fat Reduction, Helps Eliminate Toxins, Green Drink, Healthy & Happy Stomach, Coolant, Fresh & Minty Breathe, Immunity Booster, Suitable for all Age Groups, Made In India","Sugandhim's GASTRIC ACIDITY OIL is a synergistic blend of peppermint, fennel seed & lemon oil to get instant relief from carminative, digestive disorders like gastritis, indigestion & mild acidity etc.
BENEFIT : It helps to eliminate toxins from the body & leaves you with a fresh & clean breath anywhere, anytime!
HOW TO USE: Take 2-3 drops of mixture in 50 - 100ml luke warm water or as directed by the physician.",https://m.media-amazon.com/images/I/91SPXZ4UAbL._SY450_.jpg,"₹219
00",219,N/A,https://m.media-amazon.com/images/I/31upNbNPRkL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41U5xFgwRAL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mikusZ1hL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/51Evq8cTTRL._AC_UF320320_SR320320_.jpg,10.0 millilitre,Sugandhim,B08PKWKCPW,,,,India,Sugandhim
"Paet Dhara Pachan Ayurvedic Medicine tablets for Acidity and Gas, Digestion, Anxiety Medicine | Remedy for Heartburn, Gastritis, Acid- reflux & Gastric problems (60 Tablets x Pack of 2) by Dr. Asma",N/A,https://m.media-amazon.com/images/I/711KwrJNVkL._SX450_.jpg,"₹199
00",199,-17%,https://m.media-amazon.com/images/I/31upNbNPRkL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mikusZ1hL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41GDVYYV41L._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41PfBndvlUL._AC_UF320320_SR320320_.jpg,120.00 count,Dr. Asma Herbals,B09F9PM4SX,,,,India,Dr. Asma Herbals
"Sheth Brothers Kayam Churan, Constipation Relief Medicine, Kayam Churna Powder, Ayurvedic Medicine to Help Reduce Acidity & Aid Digestion, 100 gm | Pack Of 3","Provides Relief from Chronic Constipation: A well-known constipation medicine Ayurvedic formulation, this churan for digestion works by increasing bile secretion in the liver, which eases bowel passage in the large intestine.
Cleanses Stomach & Aids Digestion: A healthy digestive system is essential for maintaining overall good health. The highly effective formulation in this Kayam Churna powder works as an excellent stomach cleanser. Your very own trusty immunity kit!
Relieves Acidity, Gas & Bloating: The potent ingredients provide stomach gas relief, while reducing flatulence and bloating. They promote enzyme secretion and reduce abdominal distension, making this an effective anti acidity Ayurvedic medicine.
Alleviates IBS Symptoms: The result of a sensitive digestive system and poor dietary choices, IBS causes diarrhoea and constipation. This churna Ayurvedic medicine helps treat a number of the symptoms of this painful, often unmanageable disease.
Kayamchurna 100 gm dosage: 1/2 to 2 teaspoons of the Ayurvedic Churna before bedtime. You are recommended to consult your general physician. Pregnant or lactating women are advised against taking this constipation relief medicine.","https://m.media-amazon.com/images/I/71SDCFGBy+L._SY450_PIbundle-3,TopRight,0,0_AA450SH20_.jpg","₹297
00",297,N/A,https://m.media-amazon.com/images/I/71SDCFGBy+L._SY450_PIbundle-3TopRight00_AA450SH20_.jpg,,,,3 count,"Sheth Brothers, shahyash729amazon@gmail.com",B074J5M2KB,100 g,50 x 150 x 155 Millimeters,SBKAY901,India,"Sheth Brothers, shahyash729amazon@gmail.com"
"AADAR Re-LAX Constipation Relief, Ayurvedic Natural Laxative Digestion Support & Bowel Wellness Capsules, 60 units (Pack of 2)- with Senna, Harade(Haritaki), Ajwain","EFFECTIVE RELIEF FROM CONSTIPATION: Re-Lax is a natural laxative which helps provide instant relief in constipation and hyperacidity, improves digestion and facilitates regular bowel movements.
GOODNESS OF PURE HERBS: A unique blend of herbs for acidity, gastric relief and stomach ailments, Re-Lax is an ayurvedic proprietary formulation that constitutes pure herbal ingredients namely Senna Leaves (Sonamukhi), Ajwain, Harde (Haritaki), and Sanchal.
IMPROVES DIGESTION: Re-Lax cleanses the body naturally and helps in maintaining a healthy digestive system. It normalizes the elimination process and helps to keep the body healthy.
SAFE AND EFFECTIVE: Re-Lax is a clinically researched ayurvedic formulation for constipation that can be used regularly without causing dependence. It doesn’t have any additives or preservatives and thus free from any side effects.
DOSAGE: The ideal dosage of Re-Lax is 2 capsules every day just before bed time, with normal water. Re-Lax constipation relief capsules are a perfect alternative to our flagship product Re-Lax constipation powder.","https://m.media-amazon.com/images/I/71-3OKh+i1L._SY450_PIbundle-2,TopRight,0,0_AA450SH20_.jpg",₹550.00,,N/A,https://m.media-amazon.com/images/I/71+tqzL0WnL._SY450_.jpg,https://m.media-amazon.com/images/I/71DAxfwRatL._SY450_.jpg,https://m.media-amazon.com/images/I/71qux+ct60L._SY450_.jpg,https://m.media-amazon.com/images/I/715lyd5uMIL._SY450_.jpg,120 count,"S.G.M.L.S.S.S.M.LTD., 9867667699",B07GPRX94F,60 g,45 x 45 x 70 Millimeters,,India,"S.G.M.L.S.S.S.M.LTD., 9867667699"
"AADAR Ayurvedic Re-LAX Powder for Constipation Relief | Natural Laxative, Improves Digestion & Gastric Relief, 90 gm (Pack of 1) - with Senna, Haritaki (Harade), Ajwain","EFFECTIVE RELIEF FROM CONSTIPATION: A herbal remedy for natural relief from constipation, acidity, excessive gas and indigestion, Re-Lax is a perfect blend of herbs such as Senna Leaves (Sonamukhi), Ajwain, Harde (Haritaki), and Sanchal.
PROMOTES PROPER DIGESTION: Re-Lax is a natural laxative that cleanses the body, regulates bowel movements, helps against weak digestion system and provides a long-lasting relief in constipation.
SAFE AND EFFECTIVE: Re-Lax is completely natural and safe for regular use, and doesn’t cause dependence. It is an ayurvedic approach for constipation and gastric discomforts.
NO SIDE EFFECTS: A clinically researched ayurvedic formulation, it doesn’t contain any additives or preservatives and thus have no side effects.
DOSAGE: The ideal dosage of Re-Lax powder is 1 teaspoon per day before bed time, with normal water. In case of chronic constipation, the dosage can be increased to 2 teaspoons.",https://m.media-amazon.com/images/I/51qgE0p+36L._SY450_.jpg,₹140.00,,N/A,https://m.media-amazon.com/images/I/81vZccrCWlL._CR020412241224_UX175.jpg,https://m.media-amazon.com/images/I/71fhgFLysKL._CR020412241224_UX175.jpg,https://m.media-amazon.com/images/I/71eOwZYKUQL._CR020412241224_UX175.jpg,https://m.media-amazon.com/images/I/7152ejzblcL._CR020412241224_UX175.jpg,100 gram,"S.G.M.L.S.S.S.M. Ltd., S.G.M.L.S.S.S.M. Ltd.; 30, 79, 80, Yogeshwar Estate, Amraiwadi, Ahmedabad- 320008; 079-22747450",B07D7ZV3ZD,90 g,6 x 6 x 10 Centimeters,,India,"S.G.M.L.S.S.S.M. Ltd., S.G.M.L.S.S.S.M. Ltd.; 30, 79, 80, Yogeshwar Estate, Amraiwadi, Ahmedabad- 320008; 079-22747450"
"Multani Pachmeena Tonik Digestion Syrup | Ayurvedic Products For Better Digestion | Laxative For Constipation Relief, Gas, Bloating & Abdominal Discomfort | Improves Appetite | Natural Stomach Medicine 300 Ml","【Ayurvedic Digestive Laxative 】: Multani Pachmeena Tonik Is an Ayurvedic Laxative Beneficial for Relief from Gas, Bloating, Abdominal Discomfort & Improves Appetite.
【Improves Digestive Enzymes Functions】: Multani Pachmeena Has All Ingredients That Helps to Increase Digestive Enzymes Functions. Multani Pachmeena Syrup Has Everything That Constipation Relief Medicine Should Contains.
【No Side Effect】: Our Products Are Made From A Combination Of Herbs I.E That To Improve Health And Wellness. Backed By Doctors For Quality And Potency.
【Ingredients & Benefits】: Nagarmotha, Haritaki, Ajwain, Kali Mirch, Methidana, Chitrak, Jeera Safed, Saunf, Lavang, Sugar, Flavor- Ras Berry. Improve Appetite, Indigestion, Acidity Gas & Flatulence, Heavy/Queasy Stomach Heartburn, Bloating, Belching, Constipation, Abdominal Pain, Nausea And Vomiting Aroused Due To Indigestion And Abdominal Discomfort.
【Dosage & Doctor Consultation】: 2 Teaspoonful Thrice a Day or as Directed by the Physician. For Any Query, You Can Consult Our In House Doctors Freely.",https://m.media-amazon.com/images/I/41JlCKgtjeS._SY450_.jpg,₹115.00,,N/A,https://m.media-amazon.com/images/I/51BrcII8pFL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31yTikF-T+L._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/51PIP+8bzwL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31upNbNPRkL._AC_UF320320_SR320320_.jpg,900 millilitre,Multani Pharmaceuticals Limited,B08W5DJJN5,1 kg 250 g,10 x 5 x 8 Centimeters,,India,Multani Pharmaceuticals Limited
"Gynoveda Constipation Fast Relief Medicine | Ayurvedic Colon Cleanser For Gut health | Natural Laxative Haritaki Castor Oil Improves Digestion |Goodbye Isabgol, Powder, Triphala | 1 Bottle 60 Tablets","✅ BENEFITS: Overnight constipation relief and work within 6 to 12 hours. Consume at night to flush-out blocked bowel by morning. Fast relief from constipation, gas, acidity, bloating and works while you sleep. Gently detoxifies intestines, maintains gut flora, improves digestion. Feel relieved, everyday!
✅ WHO SHOULD TAKE IT: Anyone with constipation, gas, acidity, acid reflux. Dry, hard, lumpy stools. Don't completely empty bowels. Difficult or painful to pass stool. Gets cramps, bloating, nausea due to kabz amlapitta irregular bowel movement. Pet Saffa, Kabj Daffa.
✅ DOSAGE: Eat at Bedtime, Wake-up to Goodtimes. Adjust dosage as per your body constitution. Start with 2 tablets at bedtime 2 hours after last meal of the day. If 2 tablets result in loose motion next morning, then reduce dosage to 1 tablet next time. Take 3 tablets in case 2 tablets show no results. Raat ko khao, Subah fresh ho jao.
✅ HOW IT WORKS: HARITAKI is age-old herb described in Ayurvedic scripture 'Charak Samhita' for Gut Detox, Clean Colon, Improved Digestion. CASTOR OIL softens stools, lubricates inner lining of gut for smooth passage. Haritaki is main ingredient in Triphala powder, churna, tablets, capsules & used as laxatives for constipation. Gandharva Haritaki is better Colon Cleanser than Isabgol Psyllium Husk, fiber supplement for constipation, Pancharishta for gut health. Potty Tight, Haritaki Fights.
""✅ABOUT PRODUCT: 100% AYURVEDIC formula called 'Gandharva Haritaki'. Clinical research published in ResearchGate, NCBI found it to be most potent constipation relief medicine. Made in GMP Certified factory with FDA approval. Tested for Safety, Purity, Potency. Toxin-free with zero side-effects. Fast Acting Natural Laxative. Non Habit Forming Colon Cleanser. More powerful than regular sat isabgol, triphala powder, haritaki churna tablets, gut health supplements.""",https://m.media-amazon.com/images/I/71G-CvSZmhL._SY450_.jpg,₹400.00,,N/A,https://m.media-amazon.com/images/I/41mikusZ1hL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/51v5QKT4YPL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/4107gw3CyWL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41RLraYCwfL._AC_UF320320_SR320320_.jpg,60.00 count,Gynoveda Private Limited,B09JCL1R2P,60 g,,,India,Gynoveda Private Limited
"Multani Pachmeena Tonik Digestive Syrup |Ayurvedic Products For Better Digestion | Relief From Gas, Bloating, Abdominal Discomfort | Improves Appetite 100% Natural & Ayurvedic | 300 Ml","【Ayurvedic Digestive Laxative 】: Multani Pachmeena Tonik Is an Ayurvedic Laxative Beneficial for Relief from Gas, Bloating, Abdominal Discomfort & Improves Appetite.
【Improves Digestive Enzymes Functions】: Multani Pachmeena Has All Ingredients That Helps to Increase Digestive Enzymes Functions. Multani Pachmeena Syrup Has Everything That Constipation Relief Medicine Should Contains.
【No Side Effect】: Our Products Are Made From A Combination Of Herbs I.E That To Improve Health And Wellness. Backed By Doctors For Quality And Potency.
【Ingredients & Benefits】: Nagarmotha, Haritaki, Ajwain, Kali Mirch, Methidana, Chitrak, Jeera Safed, Saunf, Lavang, Sugar, Flavor- Ras Berry. Improve Appetite, Indigestion, Acidity Gas & Flatulence, Heavy/Queasy Stomach Heartburn, Bloating, Belching, Constipation, Abdominal Pain, Nausea And Vomiting Aroused Due To Indigestion And Abdominal Discomfort.
【Dosage & Doctor Consultation】: 2 Teaspoonful Thrice a Day or as Directed by the Physician. For Any Query, You Can Consult Our In House Doctors Freely.",https://m.media-amazon.com/images/I/41JlCKgtjeS._SY450_.jpg,₹115.00,,N/A,https://m.media-amazon.com/images/I/31yTikF-T+L._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31upNbNPRkL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mikusZ1hL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31dW1I0C25L._AC_UF320320_SR320320_.jpg,600 millilitre,"MULTANI PHARMACEUTICALS LIMITED, Multani Pharmaceuticals Ltd",B08BLPSG3D,1 kg 200 g,10 x 4 x 8 Centimeters,MPL46,India,"MULTANI PHARMACEUTICALS LIMITED, Multani Pharmaceuticals Ltd"
"Multani Pachmeena Tonik With Pachmeena Liquid Sugar Free (No Added Sugar) | Ayurvedic Product For Better Digestion | Laxative For Constipation Relief,Bloating & Abdominal Discomfort | 300 Ml Each","【Ayurvedic Digestive Laxative 】: Multani Pachmeena Tonik Is an Ayurvedic Laxative Beneficial for Relief from Gas, Bloating, Abdominal Discomfort & Improves Appetite.
【Improves Digestive Enzymes Functions】: Multani Pachmeena Has All Ingredients That Helps to Increase Digestive Enzymes Functions. Multani Pachmeena Syrup Has Everything That Constipation Relief Medicine Should Contains.
【No Side Effect】: Our Products Are Made From A Combination Of Herbs I.E That To Improve Health And Wellness. Backed By Doctors For Quality And Potency.
【Ingredients & Benefits】: Nagarmotha, Harar, Ajwain Pachak, Kali Mirch, Methi Dana, Chitrakmul, Jeera Safed, Saunf, Lavang. Flavor- Lemon Flavour. Improve Appetite, Indigestion, Acidity Gas & Flatulence, Heavy/queasy Stomach Heartburn, Bloating, Belching, Constipation, Abdominal Pain, Nausea And Vomiting Aroused Due To Indigestion And Abdominal Discomfort.
【Dosage & Doctor Consultation】: 2 Teaspoonful Thrice a Day or as Directed by the Physician. For Any Query, You Can Consult Our In House Doctors Freely.",https://m.media-amazon.com/images/I/71lWfQzSsfL._SY450_.jpg,₹220.00,,N/A,https://m.media-amazon.com/images/I/31upNbNPRkL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mikusZ1hL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41U5xFgwRAL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/51Evq8cTTRL._AC_UF320320_SR320320_.jpg,300.0 millilitre,Multani Pharmaceuticals Ltd,B0BLRMXPZX,800 g,,,India,Multani Pharmaceuticals Ltd
"Multani Pachmeena Tonik Digestion Syrup | Ayurvedic Products For Better Digestion | Laxative For Constipation Relief, Gas, Bloating & Abdominal Discomfort | Improves Appetite |300 Ml","【Improves Appetite】: Multani Pachmeenatonik Is An Ayurvedic Tonic Used To Relief From Gas, Bloating ,Abdominal Discomfort & Improves Appetite.
【100% Natural & Ayurvedic】: It Is A 100% Ayurvedic Product , All-Natural Healer With No Side Effects! This Product Is Appreciated For The Hygienic Formulation, Long Shelf Life, Airtight Packing, And With High Efficacy ..Pure Vegetarian & Safe For Everyday Consumption.
【No Side Effect】: Our Products Are Made From A Combination Of Herbs That To Improve Health And Wellness. Backed By Doctors For Quality And Potency
【Ingredients & Benefits】: Nagarmotha, Haritaki, Ajwain, Kali Mirch, Methi Dana, Chitrak, Jeera Safed, Saunf, Sugar, Citric Acid, Flavour: Ras Berry.
【Dosage】: 2 Teaspoonful Thrice A Day Or As Directed By The Physician.","https://m.media-amazon.com/images/I/41W0R7R1SVS._SY450_PIbundle-4,TopRight,0,0_AA450SH20_.jpg","₹65
00",65,-46%,https://m.media-amazon.com/images/I/31upNbNPRkL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mikusZ1hL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/51h8pxez7JL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31dW1I0C25L._AC_UF320320_SR320320_.jpg,1200.0 millilitre,"MULTANI PHARMACEUTICALS LTD., Multani Pharmaceuticals Ltd",B08XK2SBKS,1 kg 200 g,20 x 5 x 16 Centimeters,MPS-01,India,"MULTANI PHARMACEUTICALS LTD., Multani Pharmaceuticals Ltd"
"Nabhi Sutra - Belly Button Oil for Digestion Booster (15 ml) | Blend of Coconut Oil, Ginger Oil, Castor Oil | Ayurvedic Cold Pressed Oil Helps in Digestion | Promotes Body Detoxification | Chemical Free Nabhi Oil","Good exercise, good food and these 3 drops of daily digestion oil - is the key to your lifestyle. Ayurveda has given us many gifts and supporting our digestion is one of them. With help of nabhi chikitsa healing method, we could come up with this dose to support our digestion with ease and effectiveness. It helps us to balance our tridoshas: vata, pitta, kapha. It will help us improve your healing and feeling.
Helps in digestion of food
Supports cleaning of the system
How To Apply: Put 2-3 drops of required nabhi sutra oil in your belly button before you go to bed in the night. Allow it to penetrate by massaging it in a circular clockwise motion for beneficial results. And you are done! Just do not forget to clean your belly button in the morning.; Supports your metabolism
Package Content: 1 Daily Digestion Dose Oil; Quantity: 15 Ml",https://m.media-amazon.com/images/I/71BDMa4vl5L._SX450_.jpg,"₹531
00",531,-10%,https://m.media-amazon.com/images/I/31K-DV43dWL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/318gaVuaZyL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31yTikF-T+L._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31WGWrihB1L._AC_UF320320_SR320320_.jpg,15.0 gram,Nabhi sutra,B08LBLV1ML,110 g,,,India,Nabhi sutra
Cannavedic Acidity Relief | Instant Relief From Acidity | For Acidity & Gas Relief | For Hyperacidity and Digestion | Acidity Ayurvedic Medicine,"EFFECTIVE CONSTIPATION RELIEF: It is a wonderful combination of herbs used as an herbal or ayurvedic medicine to treat indigestion, constipation, excessive gas, and acidity.
EFFECTIVE AND SAFE: When used regularly, Acidity relief is absolutely safe and doesn't lead to dependence. Constipation and stomach discomfort are treated using an ayurvedic method.
NO SIDE EFFECTS: It is an ayurvedic composition that has undergone clinical investigation and has no negative effects because it doesn't contain any additives or preservatives.
MADE WITH OUTSTANDING INGREDIENTS: Acidity Relief is a natural ingredient powerhouse. Sunthi, Pipali, Maricha, Twak, Krishnajeeraka, Yavani, Soupa, Saindhava Lavana, Hingu, Haritaki, Sarjishara, and Pudina work synergistically to promote happy gut health.
DOSAGE: The recommended dosage of Cannavedic's Adicity Relief is 2 teaspoons with warm water twice daily, or as prescribed by a doctor.
STORAGE : Keep the Cannavedic's Adicity Relief container tightly closed at temperatures below 30°C. Use within 45 days of opening the container.",https://m.media-amazon.com/images/I/6188KGhOR-L._SY450_.jpg,"₹489
00",489,-18%,https://m.media-amazon.com/images/I/61vOa7+BD3L._SY450_.jpg,https://m.media-amazon.com/images/I/61Mu0xYD4sL._SX450_.jpg,https://m.media-amazon.com/images/I/71m7ewGasUL._SY450_.jpg,https://m.media-amazon.com/images/I/61BjL4qzK5L._SY450_.jpg,1.0 gram,Cannavedic,B09XX4DCRP,150 g,,,India,Cannavedic
Baidyanath Avipattikar Churna - For Hyperacidity and Digestion - 120 g,"HELPS BOOST DIGESTION: Avipattikar Churna is a traditional Ayurvedic formulation made from commonly known herbs for digestive relief. It is known to provide quick relief from digestive distress like hyperacidity, flatulence, bloating and more. It contains Vitamin C rich Amlas which helps in elevating your immunity levels and energy levels. Regular consumption of this powder keeps you active through the day while supporting healthy functioning of the digestive system.
HERBAL LAXATIVE: Baidyanath Avipattikar Churn helps ease bowel movements and keeps digestive troubles at bay. Bloating is a common problem in today’s lifestyle which triggers formation of gas and uneasiness. Regular consumption of Baidyanath Avipattikar Churna powder can help fight such common digestive issues. It acts as a carminative and a purgative.
HELPS BALANCE PITTA DOSHA: Also known as Avipathi Choornam, it is known in Ayurveda to help balance the pitta dosha in the body. It is known for its digestive prowess such as helping in breakdown of food and quick absorption of nutrients by the body. It may help combat nausea and heartburn occurring due to severe indigestion. For best results, regular consumption is recommended.
POTENT COMBINATION OF HERBS: These three major medicinal plants of India are rich in essential minerals and vitamins that help in maintaining a healthy digestive tract. Amla is rich in Vitamin C which helps in bolstering the immune system of the body. Baheda has anti-allergy properties and helps detoxify the body. Ginger acts as a carminative that helps reduce excess gas collecting in the digestive tract.
UNCOMPROMISED QUALITY AND GMP CERTIFIED: Baidyanath Avipattikar Churna is a GMP certified product which is absolutely safe and can be consumed on a daily basis. The product is made from plant-based ingredients and hence is vegan. Mix 1-2 teaspoons of this Baidyanath Churna in a glass of water and consume daily on an empty stomach in the morning. For best results, consume this churna with coconut water for a calming effect.",https://m.media-amazon.com/images/I/41JkNW6CtdL.jpg,₹144.00,,N/A,https://m.media-amazon.com/images/I/31upNbNPRkL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41ABOdAeNUL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41s1ZZdYUXL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mikusZ1hL._AC_UF320320_SR320320_.jpg,120.0 gram,"Shree Baidyanath Ayurved Bhawan Pvt. Ltd., SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD 1, Gupta Lane, Kolkata 700006, India. Phone: 18001021855. Email: cc@baidyanath.com.",B00JYJK5LC,120 g,6.5 x 1.7 x 8.5 Centimeters,2194144000038,India,"Shree Baidyanath Ayurved Bhawan Pvt. Ltd., SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD 1, Gupta Lane, Kolkata 700006, India. Phone: 18001021855. Email: cc@baidyanath.com."
AADAR RELAX PRO | Ayurvedic Natural Laxative For Fast Constipation Relief & Gastric Troubles | Improves Digestion & Regulates Bowel Movement | 60 Capsules (Pack of 1),"EFFECTIVE RELIEF FROM CONSTIPATION: Re-Lax Pro works as a natural laxative for your constipation and gastric troubles and offers a fast relief. A daily use of it improves digestion, facilitates regular bowel movements and keep your gut healthy.
ADDED BENEFITS OF HERBS: Re-Lax Pro is a unique blend of herbal ingredients, such as Senna, Trivrut, Harad, Ajwain and Kala Namak. While Senna leaves and Harad helps in relief from constipation, Trivrut helps with gastric troubles.
ABOUT RELAX PRO: 100% natural ingredients, safe for daily use, no side effects, GMP Certified, Tested for heavy metals, made in India, Chemical free products.
SAFE FOR EVERYDAY USE: Clinically tested and validated, Re-lax Pro is a natural and ayurvedic product and is absolutely safe to consume daily, without worrying about dependency.
HOW TO USE: Two capsules with warm water, every day, before going to bed. Living a healthy life is a matter of discipline. And making AADAR Re-Lax Pro as part of your routine, helps offer comprehensive gut care.",https://m.media-amazon.com/images/I/61vwsxV6OHL._SY450_.jpg,₹340.00,,N/A,https://m.media-amazon.com/images/I/71L5fKf3bXL._SY450_.jpg,https://m.media-amazon.com/images/I/71QJS+67HaL._SY450_.jpg,https://m.media-amazon.com/images/I/61vwsxV6OHL._SY450_.jpg,https://m.media-amazon.com/images/I/71xMOlqka8L._SY450_.jpg,60 count,S.G.M.L.S.S.S.M.LTD.,B07V4ZBHML,60 g,45 x 45 x 70 Millimeters,,India,S.G.M.L.S.S.S.M.LTD.
"DETOX11 Liver Detox tablets , Intestine cleanse & detox tablets for Men Women Detox Ayurvedic tablets Improve Digestion","Antioxidant properties of ayurvedic ingredients help reduce free radical production & prevent toxins from attaching to the intestine , thereby assisting in liver detoxification. Also assists in improving metabolism that helps detoxify liver.
Ingredients - Kali Mirch, Senna Leaf, Haritaki, Neem, Haridra, Kutki, Vibhitaki, Pudina, Gudhuchi,Daruharidra
BENEFITS: Flush out harmful toxins from liver One tablet of Detox11 is a powerful liver care supplement to protect from damage caused by free radicals, excessive alcohol consumption, various allopathic medicines & other unwated medication
VEGETARIAN NATURAL PURE : 100% Vegetarian/Vegan, Natural, Herbal and Pure.
Recommended Dosage: One capsule daily or as directed by physician",https://m.media-amazon.com/images/I/61DI3K7Vz5L._SX450_.jpg,"₹399
00",399,-7%,https://m.media-amazon.com/images/I/31upNbNPRkL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mikusZ1hL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41U5xFgwRAL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31dW1I0C25L._AC_UF320320_SR320320_.jpg,1.00 count,DAKSHITH AYURVEDA,B0BRNR65FT,80 g,8 x 8 x 13 Centimeters,,India,DAKSHITH AYURVEDA
"Ayurvel Syrup 150 ml | Ayurvedic laxative Syrup Relieves Constipation, Acidity, Gas, Aids Digestion ( Pack of 2)","Ayurvel Syrup is a safe and gentle laxative with 100% balanced natural formula, ideal for daily use to regularize bowel movement and cleanse the entire gastrointestinal system.
Ayurvel Syrup contains natural ingredients is completely safe without any known side effects.
Dose: For adults- 10 to 15 ml two times a day preferably, after meal, individual sensitivity best suited to him/her once a person fixes the dose normally it would remain the same everyday unless change in diet or as directed by the physicians.
For children above six years- Half of the adult dose or use as directed by the physician.
Ayurvel Syrup has a natural flavour of saunf
So Keep out of reach of the children. Read the label carefully before use. Do not exceed the recommended dose.
Drug Interactions: There are no any serious drug interactions by the consumption of Ayurvel.
Pack of 2",https://m.media-amazon.com/images/I/615r0cjteOL._SX466_.jpg,"₹224
00",224,N/A,https://m.media-amazon.com/images/I/31upNbNPRkL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mikusZ1hL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41U5xFgwRAL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/51Evq8cTTRL._AC_UF320320_SR320320_.jpg,150.0 millilitre,Ayurvel,B0BRKGN56N,410 g,,Ayurvel Syrup,India,Ayurvel
Vansaar Gut Relief | Relieves Constipation & Indigestion |Non Habit Forming 100% Safe Ayurvedic Laxative Powder to Cure Digestive Problems  - 200g,"EFFECTIVELY RELIEVES CONSTIPATION & INDIGESTION : This high fiber formulation helps relive constipation, hyperacidity & indigestion. Natural ingredients such as Senna leaves, Choti Harad & Ajwain help regularize bowel back to its natural rhythm.
SUGAR-FREE & NON-HABIT FORMING FORMULATION : This 100% ayurvedic laxative improves your natural gut rhythm and provides long term relief from constipation, especially optimised for 45+.
100% SAFE AYURVEDIC LAXATIVE POWDER : Made with all ayurvedic ingredients, it does not cause any harsh side effects such as cramping, bloating or gas. This sugar free formulation is safe and all ingredients are WHO and FDA approved.
STRENGTHENS THE DIGESTIVE SYSTEM: Enriched with 7 natural herbs, it helps strengthen the digestive system and maintain a healthy digestive tract.",https://m.media-amazon.com/images/I/51qBNFCeVlL._SY450_.jpg,₹285.00,,N/A,https://m.media-amazon.com/images/I/51915RDG5wL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31upNbNPRkL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mikusZ1hL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41Fi9bUEKHL._AC_UF320320_SR320320_.jpg,200.0 gram,"Shree Baidyanath Ayurved Bhawan Pvt. Ltd., SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD 1, Gupta Lane, Kolkata 700006, India. Phone: 18001021855. Email: cc@baidyanath.com.",B09BJP4LDC,200 g,7 x 7 x 14 Centimeters,2194144444161,India,"Shree Baidyanath Ayurved Bhawan Pvt. Ltd., SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD 1, Gupta Lane, Kolkata 700006, India. Phone: 18001021855. Email: cc@baidyanath.com."
